Person_ID,Age,Gender,Occupation,Monthly_Income,City_Type,Travel_Distance,Travel_Time,Fuel_Cost,Vehicle_Ownership,Preferred_Transport_Mode,Purpose_of_Travel,Satisfaction_Score
4887,30,Female,Self-Employed,2050,Semi-Urban,27.0473047523639,56,4.48,Yes,Car,Work,7.2
4888,66,Female,Retired,575,Rural,29.2056328464207,52,4.15,No,Bus,Leisure,3.7
4889,45,Female,Business,5937,Semi-Urban,47.0189231905372,93,8.59,Yes,Bus,Work,6.4
4890,51,Male,Self-Employed,4538,Semi-Urban,53.3786481167516,106,9.73,Yes,Car,Work,8.3
4891,29,Male,Business,9579,Semi-Urban,26.0033844622773,48,1.27,No,Bus,Leisure,7.1
4892,23,Male,Business,500,Urban,12.0860694167657,23,0.3,Yes,Bus,Work,4.5
4893,33,Female,Business,13228,Semi-Urban,30.1926490244201,50,2.58,Yes,Car,Leisure,6.9
4894,40,Female,Employee,6255,Urban,2.62220805377459,7,0.0,Yes,Metro,Education,9.0
4895,26,Other,Employee,6640,Urban,9.60942337792277,17,0.36,Yes,Car,Work,7.7
4896,41,Male,Employee,4771,Urban,21.1861297181088,41,3.24,No,Walk,Education,6.0
4897,18,Male,Student,1751,Urban,7.99665196443924,20,0.0,No,Walk,Work,7.0
4898,25,Female,Business,7505,Urban,15.7438548976399,33,0.47,Yes,Bus,Leisure,5.8
4899,52,Female,Employee,8426,Urban,4.53584820428674,7,0.0,No,Metro,Education,8.8
4900,51,Female,Business,10448,Urban,13.847992710969,22,2.65,Yes,Car,Shopping,8.4
4901,36,Female,Employee,6309,Semi-Urban,26.5501826812098,59,3.06,Yes,Car,Work,7.6
4902,26,Male,Employee,6253,Semi-Urban,16.6749277432434,26,1.52,Yes,Train,Leisure,9.0
4903,26,Female,Self-Employed,4197,Semi-Urban,46.8557914423266,96,3.94,No,Bus,Work,4.8
4904,36,Female,Employee,5963,Urban,21.7730188896081,35,0.0,No,Metro,Education,7.1
4905,51,Female,Business,5486,Semi-Urban,20.4569193164603,45,5.72,Yes,Car,Work,7.2
4906,55,Male,Business,13857,Urban,13.2705322864501,31,1.02,Yes,Car,Education,7.8
4907,34,Male,Employee,8331,Semi-Urban,35.6647802460867,61,9.7,Yes,Bus,Education,6.9
4908,24,Male,Employee,2533,Urban,1.0,5,1.67,No,Bus,Work,6.5
4909,46,Female,Employee,6462,Semi-Urban,14.0436091040895,29,5.34,Yes,Car,Shopping,7.7
4910,29,Male,Business,10491,Urban,25.2902754909342,54,5.02,Yes,Metro,Shopping,7.3
4911,34,Male,Business,8694,Semi-Urban,19.0230965524614,39,2.6,Yes,Bus,Work,4.2
4912,61,Male,Employee,8347,Rural,75.1636621650339,145,7.82,Yes,Car,Leisure,6.2
4913,54,Female,Business,10427,Semi-Urban,14.81879488425,28,0.0,Yes,Car,Work,8.1
4914,44,Male,Employee,5757,Urban,20.2706222171232,48,4.67,Yes,Metro,Shopping,5.9
4915,22,Female,Employee,4069,Urban,12.5095751399173,19,2.03,No,Metro,Leisure,9.4
4916,45,Male,Self-Employed,5583,Rural,46.5846746169126,94,6.82,Yes,Bike,Work,5.7
4917,57,Male,Self-Employed,3137,Urban,29.8474873082717,65,5.21,Yes,Car,Leisure,7.3
4918,36,Female,Business,8701,Rural,24.9162673136263,44,3.7,Yes,Bike,Education,6.2
4919,62,Male,Employee,10552,Urban,19.7583855700885,32,1.43,No,Bus,Leisure,7.3
4920,61,Male,Self-Employed,4661,Rural,61.0697932711564,115,9.35,Yes,Car,Education,6.3
4921,66,Male,Retired,1762,Rural,117.091467783327,236,13.65,Yes,Car,Leisure,4.8
4922,46,Female,Business,9945,Semi-Urban,18.8430376965217,31,2.44,Yes,Train,Work,9.3
4923,50,Female,Employee,5928,Urban,9.9921216519725,19,2.63,No,Metro,Work,8.6
4924,63,Male,Self-Employed,2823,Urban,21.5273782866604,49,2.47,Yes,Metro,Leisure,6.9
4925,48,Male,Business,11117,Rural,45.9947228159627,91,1.88,Yes,Bike,Leisure,7.9
4926,34,Female,Business,6469,Rural,40.738980865365,77,6.97,Yes,Car,Work,7.1
4927,35,Female,Employee,4562,Urban,22.6600919065853,45,5.23,No,Bike,Work,5.3
4928,45,Male,Business,10710,Urban,12.8674525095702,25,0.0,Yes,Metro,Work,8.5
4929,22,Female,Employee,1900,Semi-Urban,21.6221139442787,45,0.51,No,Train,Education,7.1
4930,39,Female,Business,4125,Semi-Urban,45.8931523214297,99,9.55,Yes,Train,Work,5.7
4931,58,Female,Employee,8806,Semi-Urban,40.6293201204179,83,5.34,Yes,Car,Leisure,7.9
4932,18,Male,Student,534,Semi-Urban,30.3073010659103,70,3.64,Yes,Car,Education,8.1
4933,65,Male,Retired,2023,Rural,42.7939696247995,87,4.28,Yes,Car,Education,7.2
4934,58,Male,Employee,5100,Urban,7.68074716047549,11,0.0,No,Bus,Shopping,6.7
4935,35,Female,Employee,4770,Urban,20.8007748409227,53,2.11,No,Metro,Leisure,7.6
4936,50,Female,Employee,7642,Urban,12.119137461965,23,3.4,Yes,Car,Leisure,7.1
4937,42,Male,Employee,6368,Rural,34.6030819285266,63,4.12,Yes,Car,Education,6.5
4938,60,Female,Employee,11587,Urban,4.71555866246516,21,1.79,No,Metro,Leisure,8.7
4939,56,Female,Employee,9230,Urban,18.1372348632706,32,5.71,Yes,Metro,Work,7.7
4940,20,Other,Business,3706,Urban,10.931336168696,18,0.15,No,Metro,Education,6.2
4941,50,Female,Employee,5204,Urban,1.0,5,0.73,No,Metro,Work,7.5
4942,38,Other,Employee,9860,Semi-Urban,16.9509681553393,34,4.04,Yes,Car,Work,8.5
4943,43,Male,Employee,7893,Semi-Urban,31.4960459651152,67,1.91,Yes,Train,Work,8.0
4944,31,Female,Business,9918,Semi-Urban,31.9169350262424,50,4.19,Yes,Car,Education,7.3
4945,68,Female,Self-Employed,5649,Urban,13.0516619970347,30,5.31,Yes,Metro,Leisure,7.5
4946,57,Male,Employee,8110,Rural,42.3448777686487,81,4.4,Yes,Car,Work,7.7
4947,30,Male,Employee,2776,Urban,3.19317021810871,5,2.52,Yes,Car,Work,6.4
4948,21,Female,Business,7121,Semi-Urban,21.8817721377642,52,2.34,Yes,Car,Leisure,7.0
4949,36,Male,Employee,5706,Urban,24.4702158918728,50,6.54,Yes,Car,Work,7.4
4950,48,Female,Employee,5443,Urban,23.2898250148245,48,0.0,Yes,Car,Leisure,6.6
4951,45,Male,Employee,5692,Urban,19.6236142587524,39,2.48,Yes,Metro,Work,7.2
4952,60,Male,Employee,10272,Semi-Urban,42.34253906061,88,2.12,Yes,Car,Work,9.7
4953,53,Male,Self-Employed,5249,Semi-Urban,48.5713386209823,105,4.43,Yes,Bus,Leisure,4.1
4954,56,Male,Employee,10706,Urban,6.03364210006319,5,0.0,No,Metro,Shopping,9.7
4955,46,Female,Self-Employed,2018,Urban,15.2634269340555,35,1.3,Yes,Metro,Leisure,7.2
4956,21,Female,Business,5083,Rural,27.5946569870607,62,0.93,Yes,Car,Education,6.2
4957,39,Male,Employee,3579,Urban,6.17668424187781,14,0.6,No,Bus,Leisure,6.4
4958,57,Male,Employee,5885,Urban,17.9445195019755,32,3.07,No,Metro,Education,7.6
4959,41,Male,Employee,4857,Urban,22.574003513087,39,0.0,Yes,Metro,Shopping,8.3
4960,49,Male,Employee,7372,Semi-Urban,32.0922629836619,75,2.58,Yes,Train,Leisure,7.9
4961,37,Female,Employee,6100,Urban,28.192003457676,51,8.47,Yes,Car,Others,7.6
4962,26,Male,Business,5362,Rural,54.2356865409107,116,7.17,Yes,Car,Work,6.4
4963,40,Male,Employee,2658,Urban,8.7857157406679,19,0.0,Yes,Bus,Work,6.6
4964,46,Female,Self-Employed,8455,Urban,6.30617158501062,22,0.0,Yes,Car,Work,7.8
4965,32,Male,Employee,4771,Urban,23.1450518734777,44,3.23,Yes,Metro,Leisure,6.2
4966,38,Male,Business,5851,Semi-Urban,36.9268867360972,65,4.63,Yes,Car,Leisure,5.7
4967,27,Male,Self-Employed,6049,Urban,20.4083790253558,40,1.27,No,Metro,Work,6.5
4968,58,Female,Employee,8106,Semi-Urban,1.0,5,4.51,Yes,Bus,Education,7.3
4969,37,Female,Employee,5215,Urban,16.9573762747755,47,7.27,No,Metro,Leisure,7.0
4970,63,Female,Employee,8522,Urban,10.9058064920301,24,0.78,Yes,Bus,Leisure,5.9
4971,64,Male,Employee,6667,Rural,22.1248092816627,48,4.4,Yes,Car,Work,7.2
4972,40,Male,Employee,7139,Semi-Urban,34.0597648557736,72,5.93,Yes,Car,Shopping,8.0
4973,26,Female,Employee,3104,Urban,23.7345082692356,44,4.96,No,Metro,Work,7.5
4974,18,Female,Student,1197,Semi-Urban,68.9934242962957,137,7.0,Yes,Bus,Others,4.5
4975,19,Other,Business,8296,Semi-Urban,38.6322861098376,77,8.51,Yes,Train,Work,7.0
4976,21,Male,Student,2101,Urban,9.32682728030782,28,0.98,No,Bus,Work,5.2
4977,62,Male,Employee,10578,Urban,8.84397954785226,11,1.91,No,Metro,Education,8.4
4978,43,Female,Employee,7883,Urban,22.7050588965215,41,2.73,Yes,Metro,Leisure,7.1
4979,47,Female,Employee,6213,Urban,7.02500704677686,12,0.56,No,Walk,Work,6.7
4980,18,Female,Employee,1488,Semi-Urban,44.3364106929164,85,5.88,Yes,Car,Work,5.6
4981,24,Female,Business,11315,Urban,17.3494495196769,27,0.0,Yes,Car,Others,8.7
4982,55,Female,Employee,9556,Urban,16.464811135063,19,0.0,No,Bus,Shopping,7.1
4983,46,Female,Employee,5592,Urban,2.45505128095366,5,0.0,Yes,Bus,Work,7.2
4984,39,Female,Employee,7281,Rural,42.8608359554735,91,3.38,Yes,Car,Leisure,7.4
4985,50,Female,Employee,6501,Semi-Urban,13.1276331296358,26,2.67,Yes,Car,Work,7.9
4986,66,Female,Retired,4501,Urban,10.2940207894658,24,2.1,Yes,Car,Leisure,6.8
4987,38,Male,Business,7655,Urban,22.3371092921641,41,2.71,Yes,Car,Education,7.7
4988,43,Male,Employee,9267,Urban,24.8484632268445,49,5.94,Yes,Bus,Education,5.6
4989,44,Female,Employee,7579,Semi-Urban,38.2092297423632,84,4.57,Yes,Bus,Leisure,4.5
4990,75,Male,Retired,4797,Urban,10.4372759005281,28,0.0,Yes,Metro,Work,7.2
4991,18,Female,Student,1268,Rural,81.7619866472083,168,9.36,Yes,Car,Education,5.1
4992,52,Male,Employee,7807,Urban,10.3312749299505,21,3.58,Yes,Metro,Shopping,8.5
4993,40,Male,Self-Employed,3561,Semi-Urban,17.9647026228649,38,0.0,No,Bus,Leisure,4.9
4994,50,Female,Employee,8265,Semi-Urban,45.4472445187517,92,5.27,No,Train,Education,9.6
4995,32,Male,Business,10997,Semi-Urban,41.8660106385456,82,6.17,Yes,Bus,Work,6.0
4996,41,Male,Employee,9695,Urban,10.6593927125932,19,6.58,Yes,Car,Leisure,8.2
4997,52,Male,Employee,7923,Semi-Urban,36.5033784435435,78,6.8,Yes,Car,Shopping,7.0
4998,75,Female,Retired,3724,Urban,18.5372799108141,30,2.49,Yes,Car,Shopping,7.9
4999,54,Male,Employee,6693,Urban,16.6294307284145,40,3.04,Yes,Car,Leisure,7.4
5000,29,Female,Employee,5712,Rural,59.1787790992916,116,3.31,Yes,Car,Education,5.9
5001,35,Male,Employee,4930,Rural,39.8857027688005,73,2.69,Yes,Car,Leisure,5.5
5002,35,Female,Self-Employed,5731,Semi-Urban,42.8936756635939,83,6.45,Yes,Bus,Work,6.0
5003,18,Male,Employee,4061,Urban,15.1404627006662,25,2.14,Yes,Metro,Shopping,7.9
5004,37,Male,Employee,5171,Semi-Urban,27.9228421769547,52,3.93,Yes,Bus,Work,6.0
5005,52,Male,Employee,7294,Urban,13.0329219021338,23,1.63,Yes,Bus,Leisure,6.2
5006,22,Male,Employee,3637,Urban,14.2167853126046,25,1.7,No,Bus,Leisure,5.5
5007,57,Female,Business,10910,Semi-Urban,13.3193249440808,25,1.8,No,Bus,Work,7.5
5008,49,Male,Employee,8514,Urban,9.90672602744057,19,0.0,Yes,Car,Work,8.0
5009,30,Male,Self-Employed,5850,Rural,51.2981103118557,106,5.7,No,Bike,Leisure,6.2
5010,39,Female,Employee,6420,Urban,4.19207171688918,7,0.0,No,Metro,Work,7.8
5011,65,Male,Retired,1542,Urban,10.0406107054833,21,0.0,Yes,Bus,Work,5.4
5012,53,Male,Employee,7935,Semi-Urban,70.769674675578,141,10.88,Yes,Car,Education,7.1
5013,42,Female,Self-Employed,6560,Semi-Urban,18.061124527682,38,1.81,Yes,Train,Shopping,8.7
5014,38,Female,Self-Employed,4703,Urban,11.9294886987965,24,2.62,No,Bus,Work,6.9
5015,43,Male,Self-Employed,9670,Urban,8.33026177177015,13,1.23,Yes,Bus,Leisure,6.8
5016,34,Male,Employee,1966,Semi-Urban,33.2469499406999,61,3.22,No,Bike,Work,4.9
5017,18,Female,Business,8553,Urban,8.48065325492016,18,0.0,Yes,Car,Leisure,7.1
5018,72,Male,Retired,3712,Urban,13.0540550136605,32,0.77,Yes,Metro,Others,7.8
5019,44,Female,Employee,7212,Semi-Urban,24.2217944727516,47,3.27,No,Bus,Work,4.7
5020,47,Male,Employee,6964,Urban,23.4410225309586,43,3.97,No,Bike,Others,7.5
5021,41,Female,Employee,6926,Rural,51.6327407543909,101,6.44,Yes,Car,Shopping,7.7
5022,30,Male,Business,10604,Semi-Urban,19.9554101455517,37,3.69,Yes,Car,Leisure,7.6
5023,39,Female,Employee,4811,Rural,66.8159304766538,130,4.98,Yes,Bike,Leisure,5.9
5024,18,Male,Business,7097,Urban,7.33386707175909,7,2.61,Yes,Car,Shopping,8.4
5025,75,Female,Retired,2816,Rural,18.7183962217669,36,0.0,Yes,Car,Shopping,7.4
5026,23,Male,Student,953,Urban,14.9756601005375,31,3.76,Yes,Metro,Work,6.6
5027,26,Male,Self-Employed,6934,Urban,30.2581153947198,55,4.64,Yes,Bus,Shopping,6.4
5028,35,Female,Employee,4653,Urban,1.0,5,0.0,Yes,Bus,Work,5.0
5029,61,Female,Business,8156,Urban,4.35209662744722,5,2.0,Yes,Metro,Shopping,8.2
5030,42,Female,Business,8182,Urban,21.0202053052867,35,4.51,Yes,Car,Work,7.3
5031,23,Male,Employee,3101,Semi-Urban,25.3651790058205,45,5.56,Yes,Car,Leisure,6.8
5032,60,Female,Business,15585,Urban,19.8955885379723,38,0.85,Yes,Car,Leisure,8.4
5033,52,Male,Employee,7429,Urban,8.30008874446442,9,1.35,Yes,Car,Education,7.5
5034,50,Female,Self-Employed,8264,Semi-Urban,37.1294326611376,73,5.84,Yes,Bus,Leisure,7.1
5035,52,Female,Employee,6200,Urban,28.9557914030839,54,4.95,Yes,Metro,Shopping,6.2
5036,75,Male,Retired,3874,Semi-Urban,17.0811552946719,29,2.87,Yes,Bus,Work,6.1
5037,74,Female,Retired,5839,Semi-Urban,50.3564121520595,102,5.19,No,Bus,Work,4.5
5038,31,Female,Employee,5634,Rural,63.5941359326417,123,9.61,Yes,Car,Leisure,7.7
5039,66,Male,Retired,3861,Urban,3.08604599120872,5,2.36,Yes,Car,Leisure,7.9
5040,47,Female,Self-Employed,6887,Rural,61.1780104748354,128,7.03,Yes,Car,Work,5.7
5041,49,Male,Business,6583,Semi-Urban,36.092091932939,67,2.76,Yes,Car,Leisure,7.6
5042,18,Female,Employee,4678,Rural,51.8218801982745,111,4.76,Yes,Car,Shopping,6.1
5043,39,Male,Self-Employed,6112,Urban,17.6921405316136,33,4.85,No,Metro,Work,7.8
5044,29,Male,Employee,4510,Semi-Urban,29.7445123337629,53,5.47,Yes,Bus,Leisure,4.6
5045,54,Male,Employee,6073,Semi-Urban,36.0514843841359,69,4.29,Yes,Car,Leisure,8.2
5046,58,Female,Employee,8840,Urban,16.9316194003223,34,1.63,Yes,Car,Work,6.4
5047,18,Female,Student,1013,Semi-Urban,46.1908690832829,98,2.01,Yes,Car,Others,5.6
5048,41,Female,Business,16050,Semi-Urban,12.0925844993287,28,1.28,Yes,Car,Work,8.3
5049,58,Male,Employee,7971,Semi-Urban,54.3632884473665,109,4.14,Yes,Car,Leisure,7.4
5050,39,Male,Employee,4065,Urban,5.75767725552629,17,1.01,Yes,Car,Education,7.1
5051,52,Female,Business,9758,Semi-Urban,46.4244269621958,83,7.94,Yes,Car,Work,7.5
5052,47,Female,Self-Employed,4943,Urban,15.6355607941822,32,0.0,No,Metro,Work,6.9
5053,47,Male,Self-Employed,10324,Semi-Urban,15.7826548580195,33,2.37,No,Bus,Work,5.6
5054,37,Male,Employee,4373,Urban,19.225163757632,40,4.3,Yes,Car,Shopping,7.1
5055,23,Female,Employee,4125,Urban,7.43674688643863,6,1.33,Yes,Car,Education,6.5
5056,25,Male,Employee,3693,Urban,23.5503644412611,42,1.78,Yes,Bus,Leisure,4.2
5057,52,Female,Employee,7948,Semi-Urban,24.3374774224813,47,2.94,Yes,Car,Shopping,8.2
5058,42,Female,Self-Employed,4456,Rural,20.1002780478924,45,4.33,Yes,Car,Work,6.2
5059,39,Female,Self-Employed,3221,Urban,27.2707608402903,64,3.8,Yes,Car,Shopping,8.0
5060,35,Female,Self-Employed,5109,Urban,16.4505893698952,29,1.97,No,Bike,Education,7.1
5061,37,Male,Employee,5250,Urban,21.9375290060905,37,4.94,No,Bus,Work,6.6
5062,57,Female,Self-Employed,4315,Semi-Urban,22.2279218186994,48,3.7,Yes,Bus,Leisure,4.8
5063,36,Female,Self-Employed,4422,Urban,1.0,15,0.0,No,Bus,Shopping,7.7
5064,21,Male,Student,2092,Urban,28.4016193927022,62,4.67,No,Metro,Work,4.8
5065,53,Female,Employee,6820,Semi-Urban,34.9035978173157,66,6.09,Yes,Train,Leisure,6.7
5066,38,Male,Business,5797,Urban,18.9308151533083,52,0.0,Yes,Car,Work,8.0
5067,42,Female,Employee,5506,Urban,20.2527662447861,43,0.0,Yes,Car,Leisure,8.0
5068,66,Male,Self-Employed,5608,Urban,12.3168715758744,20,0.0,No,Metro,Leisure,7.1
5069,41,Female,Employee,4095,Semi-Urban,38.3934432142327,86,4.4,Yes,Bus,Leisure,4.7
5070,46,Male,Business,15277,Rural,81.8790518501089,159,11.85,Yes,Car,Shopping,7.5
5071,24,Male,Employee,5701,Semi-Urban,34.51338156681,65,2.36,Yes,Car,Shopping,7.1
5072,38,Other,Employee,7945,Urban,22.5368105313566,48,3.81,Yes,Car,Work,7.3
5073,51,Female,Self-Employed,6284,Semi-Urban,5.13129529954067,10,0.0,Yes,Car,Education,9.2
5074,18,Male,Employee,659,Urban,23.9900850425537,48,3.24,No,Metro,Leisure,6.1
5075,45,Male,Employee,8803,Semi-Urban,12.1699355299103,24,0.65,Yes,Train,Shopping,9.3
5076,43,Male,Employee,5004,Semi-Urban,50.1411323605025,105,10.21,No,Bus,Education,5.5
5077,42,Female,Employee,5026,Rural,57.8126244090254,104,3.15,Yes,Car,Work,7.5
5078,57,Female,Business,12518,Urban,14.2326345914089,29,1.68,Yes,Metro,Shopping,7.4
5079,47,Female,Self-Employed,8256,Semi-Urban,33.506176681881,65,0.22,Yes,Train,Education,8.4
5080,64,Female,Employee,9979,Semi-Urban,31.2090335996399,58,2.65,Yes,Train,Education,8.7
5081,27,Female,Employee,6059,Urban,8.43464384445149,13,0.0,No,Bike,Work,5.7
5082,44,Male,Employee,5932,Semi-Urban,31.9103558205493,50,8.43,Yes,Car,Education,8.1
5083,43,Male,Business,8967,Rural,94.1611815501817,184,10.59,Yes,Car,Work,5.3
5084,25,Female,Self-Employed,6191,Rural,76.0461342156946,158,8.7,Yes,Car,Leisure,6.0
5085,56,Female,Business,11509,Semi-Urban,21.9349523221634,48,2.55,Yes,Car,Education,9.2
5086,75,Female,Retired,3889,Urban,17.1414992186183,33,0.0,Yes,Car,Leisure,7.1
5087,41,Female,Employee,7345,Rural,51.9195832647286,96,8.34,No,Bike,Work,5.4
5088,49,Female,Employee,7787,Semi-Urban,32.8655983548549,69,5.22,Yes,Car,Work,8.6
5089,43,Female,Business,2372,Urban,6.97777954690016,20,2.67,No,Metro,Leisure,5.6
5090,31,Male,Business,8533,Urban,18.5671838784532,42,0.0,Yes,Metro,Education,7.7
5091,18,Male,Employee,3636,Urban,21.768573039317,38,4.88,Yes,Bus,Leisure,5.6
5092,31,Female,Self-Employed,5836,Urban,8.32881051946575,12,3.04,Yes,Metro,Shopping,7.1
5093,21,Female,Employee,2968,Semi-Urban,64.3331212593381,136,7.26,Yes,Car,Education,7.2
5094,67,Male,Business,9575,Urban,27.1760259938844,48,5.05,No,Bike,Work,5.7
5095,40,Male,Self-Employed,6426,Urban,19.3853244716098,41,2.87,Yes,Metro,Education,6.8
5096,36,Male,Self-Employed,4787,Urban,5.14624237864949,5,0.0,No,Bus,Education,4.2
5097,55,Male,Employee,8362,Urban,18.2112690078764,34,1.82,Yes,Car,Leisure,8.8
5098,25,Female,Employee,3493,Urban,17.2558240125157,37,1.11,No,Bus,Work,5.4
5099,30,Male,Employee,7123,Urban,19.1052422097479,38,2.46,Yes,Car,Work,7.4
5100,43,Female,Business,12953,Urban,27.7237141783178,58,5.37,Yes,Bus,Work,6.7
5101,57,Male,Employee,8145,Semi-Urban,32.3603891807506,58,0.6,Yes,Car,Leisure,8.6
5102,49,Female,Employee,6580,Urban,31.3826126372459,58,2.88,No,Walk,Leisure,7.7
5103,45,Male,Employee,7778,Semi-Urban,41.0975651899062,84,3.29,Yes,Bus,Education,4.5
5104,43,Female,Business,11127,Urban,12.6762945947098,28,0.0,Yes,Car,Education,8.0
5105,48,Female,Employee,7157,Urban,34.1950176536512,69,2.46,Yes,Metro,Leisure,6.5
5106,45,Female,Employee,8064,Urban,21.6391352001607,48,2.73,Yes,Metro,Work,7.6
5107,26,Male,Employee,6739,Urban,11.3621289043402,14,2.41,Yes,Metro,Leisure,7.8
5108,42,Male,Business,6042,Urban,15.6737327115715,29,2.58,No,Metro,Others,6.2
5109,25,Male,Employee,2924,Urban,20.0818641748362,49,2.78,No,Walk,Leisure,6.3
5110,43,Male,Employee,5129,Urban,13.7931117857172,34,2.9,Yes,Metro,Work,7.1
5111,34,Female,Business,4092,Semi-Urban,37.0086180356742,77,9.2,Yes,Car,Work,7.5
5112,75,Female,Retired,2937,Urban,8.46237117069823,16,1.29,No,Bus,Education,5.8
5113,41,Female,Employee,7000,Rural,16.2961093838418,37,4.0,No,Walk,Work,5.3
5114,20,Female,Employee,3967,Semi-Urban,36.5962898411706,75,6.32,No,Train,Leisure,7.4
5115,39,Male,Employee,5098,Semi-Urban,37.1004173333883,66,8.01,Yes,Car,Leisure,6.0
5116,49,Male,Business,14229,Urban,19.2169567324628,43,3.43,Yes,Metro,Shopping,7.7
5117,67,Male,Retired,3140,Semi-Urban,26.357154393407,48,1.47,Yes,Car,Education,6.7
5118,33,Female,Employee,5814,Urban,4.27556564367468,12,1.12,Yes,Metro,Leisure,7.5
5119,18,Female,Employee,5531,Urban,7.27740424202121,6,1.38,No,Bus,Work,4.9
5120,54,Male,Business,11230,Urban,23.4450700547186,54,4.44,Yes,Car,Work,8.0
5121,21,Male,Student,2530,Rural,36.6677737558485,71,2.65,Yes,Car,Work,6.6
5122,35,Female,Employee,4828,Urban,11.4633521135699,17,3.91,No,Metro,Work,7.4
5123,38,Female,Business,15193,Rural,43.7517287233777,84,5.26,Yes,Car,Education,7.1
5124,40,Female,Business,6575,Urban,10.0457906457056,18,2.88,No,Metro,Education,7.9
5125,52,Male,Employee,7976,Rural,36.1357834493433,72,4.96,Yes,Car,Leisure,8.0
5126,31,Male,Business,6222,Rural,32.5775287073237,71,4.15,Yes,Car,Work,6.2
5127,37,Female,Employee,7379,Rural,78.0131314913639,156,9.83,Yes,Car,Work,5.7
5128,41,Female,Employee,5382,Urban,20.4408054667434,30,3.8,No,Metro,Leisure,8.1
5129,44,Male,Employee,6836,Rural,74.9564154630047,143,12.91,Yes,Car,Leisure,7.9
5130,43,Female,Employee,5324,Rural,78.9867951292167,171,5.44,Yes,Car,Work,6.0
5131,48,Female,Employee,8205,Urban,1.0,5,1.2,No,Walk,Shopping,6.8
5132,54,Male,Employee,6416,Urban,17.7476371362246,40,2.22,Yes,Metro,Leisure,7.7
5133,47,Male,Employee,9225,Semi-Urban,26.2073204915252,50,2.79,Yes,Car,Work,9.0
5134,48,Male,Employee,5306,Urban,23.9344771548267,42,0.0,No,Metro,Work,6.7
5135,18,Male,Student,827,Semi-Urban,23.8779319513615,45,4.03,Yes,Car,Leisure,6.3
5136,42,Female,Employee,7627,Urban,6.56680194909032,13,0.54,No,Walk,Leisure,6.6
5137,49,Male,Business,9075,Semi-Urban,13.4893120902034,24,0.0,Yes,Car,Shopping,7.0
5138,52,Female,Employee,7189,Urban,12.5786007121695,34,1.59,Yes,Car,Education,8.4
5139,31,Other,Business,7183,Urban,22.3195621002264,41,2.09,Yes,Car,Education,7.9
5140,32,Male,Employee,3231,Urban,17.0493377348904,28,0.0,Yes,Metro,Leisure,5.6
5141,33,Male,Employee,5184,Semi-Urban,16.9602760229578,37,2.21,No,Walk,Leisure,6.4
5142,50,Female,Employee,8897,Urban,32.2212727228951,69,5.03,No,Metro,Work,9.0
5143,57,Female,Self-Employed,7506,Semi-Urban,44.7430795923735,89,4.27,No,Train,Education,7.5
5144,35,Female,Employee,5847,Semi-Urban,46.6611517363653,90,6.12,Yes,Bus,Work,6.8
5145,55,Male,Employee,9168,Urban,25.2802306187812,41,3.25,Yes,Bus,Others,6.0
5146,43,Male,Business,6771,Urban,1.87827529099376,9,2.32,Yes,Metro,Education,8.7
5147,40,Female,Self-Employed,4849,Urban,7.70852689129693,19,0.72,Yes,Bus,Education,7.1
5148,38,Female,Self-Employed,6291,Urban,21.5840908553941,40,4.19,Yes,Metro,Education,7.5
5149,53,Male,Employee,7104,Urban,8.51409337582818,17,0.39,Yes,Car,Shopping,7.6
5150,46,Female,Employee,6229,Semi-Urban,30.8747979161742,60,7.64,Yes,Bus,Leisure,6.7
5151,75,Male,Retired,1799,Rural,48.445186943374,105,4.94,Yes,Bike,Education,5.2
5152,29,Other,Employee,1777,Urban,4.78075689096066,5,0.0,No,Bus,Shopping,6.5
5153,49,Female,Business,13303,Semi-Urban,29.5877422679954,56,3.35,Yes,Bus,Shopping,7.3
5154,34,Male,Self-Employed,5986,Rural,68.2900643470366,132,6.74,Yes,Car,Work,6.5
5155,28,Female,Business,10405,Rural,64.5890777963568,130,5.25,Yes,Car,Education,7.2
5156,41,Male,Employee,5444,Rural,72.2602932393493,144,10.13,Yes,Car,Others,6.1
5157,44,Male,Employee,5330,Semi-Urban,50.1481381068619,101,0.0,Yes,Bus,Education,5.6
5158,75,Male,Retired,3006,Urban,18.2469914056206,32,0.75,Yes,Metro,Education,7.0
5159,39,Male,Employee,7181,Rural,56.5335699661939,120,4.1,Yes,Car,Work,7.1
5160,25,Male,Employee,4152,Rural,55.0666152021323,107,6.89,No,Bike,Education,4.4
5161,46,Female,Employee,7802,Urban,9.98362266196831,25,0.0,No,Metro,Leisure,7.3
5162,18,Female,Student,996,Urban,6.76044221023509,29,1.91,Yes,Car,Work,7.4
5163,40,Male,Employee,5757,Urban,9.48322123104079,14,2.45,Yes,Bus,Work,6.5
5164,42,Female,Business,9589,Urban,12.3917654675402,26,0.0,Yes,Car,Work,7.8
5165,53,Female,Employee,9139,Urban,9.75339244205779,18,1.55,No,Bus,Work,7.8
5166,56,Female,Employee,7911,Semi-Urban,41.2074760772587,92,5.98,No,Walk,Work,5.6
5167,34,Female,Employee,8019,Semi-Urban,38.0284282409637,74,6.44,Yes,Car,Shopping,7.8
5168,39,Male,Employee,3878,Urban,17.4745879897617,36,0.0,No,Metro,Work,7.6
5169,30,Male,Self-Employed,5759,Urban,17.8112645273262,36,0.0,Yes,Metro,Leisure,7.6
